minute,second,type,outcomeType,period,playerName,team,playerId,player_position,shirtNumber,x,y,endX,endY,goal_mouth_y,goal_mouth_z,is_key_pass,is_cross,is_long_ball,is_switch_of_play,is_diagonal_long_ball,is_box_entry_pass,is_deep_completion,is_box_entry_carry,is_final_third_entry_pass,is_final_third_entry_carry,is_throw_in,is_goal_kick,is_keeper_throw,is_gk_hoof,is_gk_kick_from_hands,is_pull_back,is_lay_off,is_flick_on,is_launch,is_assist,is_attacking_pass,is_scramble,is_corner_situation,is_throw_in_sp,is_shot_strong,is_shot_weak,is_individual_play,is_follows_dribble,is_1on1,is_deflected,is_hit_woodwork,is_back_heel,is_1on1_chip,is_def_block,is_last_line,is_forced_out,is_blocked_cross,is_error_led_to_shot,is_error_led_to_goal,is_through_ball,is_corner,is_freekick,is_header,is_own_goal,is_big_chance,is_big_chance_shot,is_gk_save,is_penalty,is_volley,is_chipped,is_direct_from_corner,is_left_foot,is_right_foot,is_fast_break,is_touch_in_box,is_assist_throughball,is_assist_cross,is_assist_corner,is_assist_freekick,is_intentional_assist,is_yellow_card,is_red_card,is_second_yellow,is_nutmeg,is_success_in_box,pitch_zone,depth_zone,xT,prog_pass,prog_carry,matchName,homeTeam,awayTeam,matchDate,player,event,outcome
0,20,BlockedPass,Successful,FirstHalf,Y. Herrera,Real Sociedad,c320492cbp1otejfp1i1oane1,,,23.9,60.4,23.9,60.4,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Y. Herrera,Block,Successful
0,21,Pass,Unsuccessful,FirstHalf,W. Swedberg,Celta,e91yegwfliqhfy9yyk19otafo,,,77.3,42.1,75.4,52.9,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Final Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,W. Swedberg,Pass,Unsuccessful
0,23,Clearance,Successful,FirstHalf,T. Kubo,Real Sociedad,1qkep5ck252k1g3oqza5ygh61,,,22.8,52.7,44.3,49.2,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,T. Kubo,Clearance,Successful
0,26,Pass,Successful,FirstHalf,O. Óskarsson,Real Sociedad,euur9yvhgrieu4kl0vdkh244q,,,43.7,48.3,40.8,39.1,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,O. Óskarsson,Pass,Successful
0,27,BallTouch,Unsuccessful,FirstHalf,Mikel Oyarzabal,Real Sociedad,b45ryclny991bm7qosieyg1cl,,,40.8,39.1,40.8,39.1,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Mikel Oyarzabal,Ball Touch,Unsuccessful
0,28,ShieldBallChallenge,Unsuccessful,FirstHalf,O. Óskarsson,Real Sociedad,euur9yvhgrieu4kl0vdkh244q,,,40.0,39.2,40.0,39.2,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,O. Óskarsson,ShieldBallChallenge,Unsuccessful
0,29,Pass,Successful,FirstHalf,Miguel Román,Celta,a39ntr1ek9aavke18yucd0r2s,,,57.6,68.8,73.2,72.9,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Miguel Román,Pass,Successful
0,30,Pass,Successful,FirstHalf,Ferran Jutglà,Celta,9mlj7fxon5zy1qmktvvcwjrl6,,,73.2,72.9,68.2,69.6,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Final Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Ferran Jutglà,Pass,Successful
0,31,Pass,Unsuccessful,FirstHalf,W. Swedberg,Celta,e91yegwfliqhfy9yyk19otafo,,,68.2,69.6,70.1,74.2,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Final Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,W. Swedberg,Pass,Unsuccessful
0,33,Foul,Successful,FirstHalf,Ferran Jutglà,Celta,9mlj7fxon5zy1qmktvvcwjrl6,,,68.4,68.7,68.4,68.7,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Final Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Ferran Jutglà,Foul,Successful
0,33,Foul,Unsuccessful,FirstHalf,J. Aramburu,Real Sociedad,ezbplvktzcvzh5kwur32110mi,,,31.6,31.2,31.6,31.2,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Right Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,J. Aramburu,Foul,Unsuccessful
1,9,OffsidePass,Successful,FirstHalf,Miguel Román,Celta,a39ntr1ek9aavke18yucd0r2s,,,70.1,75.8,90.2,28.6,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Final Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Miguel Román,Offside,Successful
1,9,OffsideProvoked,Successful,FirstHalf,Y. Herrera,Real Sociedad,c320492cbp1otejfp1i1oane1,,,14.2,67.7,14.2,67.7,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Y. Herrera,OffsideProvoked,Successful
1,40,StartDelay,Successful,FirstHalf,,Real Sociedad,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Right Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,,StartDelay,Successful
1,40,StartDelay,Successful,FirstHalf,,Celta,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Right Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,,StartDelay,Successful
2,47,EndDelay,Successful,FirstHalf,,Celta,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Right Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,,EndDelay,Successful
2,47,EndDelay,Successful,FirstHalf,,Real Sociedad,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Right Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,,EndDelay,Successful
2,48,Unknown_90,Successful,FirstHalf,Yoel Lago,Celta,6q341ss6es4r2m1o5s5e80nbo,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Right Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Yoel Lago,Unknown_90,Successful
3,8,Pass,Successful,FirstHalf,Álex Remiro,Real Sociedad,w503zyr8ipyobglth281uklx,,,19.1,69.1,28.5,64.1,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Álex Remiro,Free Kick,Successful
3,13,Pass,Successful,FirstHalf,Y. Herrera,Real Sociedad,c320492cbp1otejfp1i1oane1,,,36.1,54.9,37.0,33.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Y. Herrera,Pass,Successful
3,16,Pass,Successful,FirstHalf,Igor Zubeldia,Real Sociedad,48gjuou5eashpj8wbwd18iju1,,,36.9,34.4,34.7,57.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Igor Zubeldia,Pass,Successful
3,17,Carry,Successful,FirstHalf,Jon Martín,Real Sociedad,,,,34.7,57.0,35.6,64.9,,,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Jon Martín,Woodwork (Shot on Post),Successful
3,18,Pass,Successful,FirstHalf,Jon Martín,Real Sociedad,8krgbfnydbtyongkwnsaj43kk,,,35.6,64.9,41.2,83.8,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Jon Martín,Pass,Successful
3,21,Pass,Successful,FirstHalf,Sergio Gómez,Real Sociedad,d4tdx2ctadv6kc3tbq4as8bmx,,,42.9,84.6,35.2,59.4,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Left Wing,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Sergio Gómez,Pass,Successful
3,24,Pass,Successful,FirstHalf,Jon Martín,Real Sociedad,8krgbfnydbtyongkwnsaj43kk,,,36.6,56.8,44.1,21.8,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Jon Martín,Pass,Successful
3,27,Pass,Successful,FirstHalf,Igor Zubeldia,Real Sociedad,48gjuou5eashpj8wbwd18iju1,,,46.9,21.0,79.7,33.2,,,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Right Wing,Middle Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,Igor Zubeldia,Assist,Successful
3,33,BlockedShot,Successful,FirstHalf,O. Óskarsson,Real Sociedad,euur9yvhgrieu4kl0vdkh244q,,,86.7,33.3,86.7,33.3,48.8,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,Right Wing,Final Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,O. Óskarsson,Blocked Shot,Successful
3,33,Block,Successful,FirstHalf,I. Moriba,Celta,64ctdbd0w5ikj0fkcuu9jdbhm,,,11.4,64.4,11.4,64.4,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Central,Defensive Third,,,,Real Sociedad vs Celta,Real Sociedad,Celta,2026-09-03,I. Moriba,Blocked Shot,Successful
